forpoang,rec_gate,hylla_ny,struktur_kill,v23_status,v23_fel,src,kluster,namn,koncept,goods_id,url_se,alt_ids,dna,tier,elim,orsak,rec,rec_kalla,pris_usd,temu_pris_sek,vart_pris,golv_namn,golv_pris,ankare_namn,ankare_pris,se_pris,q4,hook,risk,temu_hamtad
74.0,GREEN,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Door Step, Universal Aluminum Step for Car Roof Access, Portable Folding Door Hook Step, Multi Adjustable Stand, Loa",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601102106167407,https://www.temu.com/se/g-601102106167407.html,,64.0,C,shelf,FAIL,50,snippet,20.0,,599.0,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,599.0,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
74.0,GREEN,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"1pc Heavy Duty Folding Car Door Step with Safety Hammer, Non-slip, Door Lock Hook, Foldable",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601101933205557,https://www.temu.com/se/g-601101933205557.html,,64.0,C,shelf,FAIL,81,snippet,5.0,,349.0,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,349.0,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
74.0,GREEN,PASS,False,,,v22/fas2/husvagn-mc.json,husvagn-mc,patio outdoor rv cover anti sunshade heavy duty waterproof oxford fabric for motorhome protection foldable easy to insta,husvagn-taköverdrag,601102273698057,https://www.temu.com/se/g-601102273698057.html,,64.0,B,,PENDING_VERIFICATION,99,snippet+,28.0,,899.0,OKAND — biltema.se/jula.se/rusta.com svarade 403/404 (Akamai) och WebSearch-budg,,"EuroTrail Husvagnsöverdrag (fackhandel, GetCamping)",2395.0,899.0,,Star husvagnen ute i vinter?,"Att listningen inte ar ett husvagnsoverdrag alls utan ett solskydd for uppstallningsplatsen. 99+ recensioner ar den starkaste kommersiella signalen i hela klustret, men vad som faktiskt levereras gar ",False
74.0,GREEN,PASS,False,,,v22/fas2/jakt.json,jakt,"Trail cameras solar panel 12V/1A 6V/2A with 5000mAh rechargeable lithium battery, waterproof hunting accessory, compatib",Solpanel / extern stromforsorjning till atelkameran och foderautomaten,601099637786914,https://www.temu.com/se/g-601099637786914.html,,64.0,C,economics,FAIL,58,snippet,41.0,,799.0,,,Hunter Solcellspanel Atelkamera (jakt.se) — big-box saknar formen: Biltema har a,1299.0,799.0,,Tar batterierna slut i atelkameran?,"Landad kostnad 428-502 kr ligger over 420-stoppet; 2,4x hamnar over 1 000 kr-taket. Konceptet haller — den har listningen gor det inte.",False
74.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Lawn Thatch Rake 17 Inch Steel Dethatching Tool, Adjustable 0–15° Angle And 38–68 Inch Length, Heavy Duty Yard Rake",manuell mossräfsa/vertikalräfsa för gräsmattan (alternativ listning),602927901026045,https://www.temu.com/se/g-602927901026045.html,,69.0,B,,PENDING_VERIFICATION,19,snippet,30.0,,799.0,,,,,799.0,,Har du mer mossa än gräs i gräsmattan?,"799 kr för en handräfsa är i den övre delen av vad kontot bevisat (>500 kr har aldrig förlorat, men aldrig testat på ett handredskap).",False
73.0,?,PASS,False,,,dataset(V2.1),djur,,utekatten + trappen/altanen/uthuset,601104350112825,https://www.temu.com/se/g-601104350112825.html,,68.0,B (dubblett),,,,,,,,"PriceRunner-utdrag: Kerbl Outdoor Cat House 1 017 kr, QLS isolerat trä 1 126–1 2",1017.0,Kerbl Outdoor Cat House Family (trä),1017.0,,,,Dubblett; okänt material (tyg eller plast) tills bilder hämtats,False
73.0,?,PASS,False,,,dataset(V2.1),djur,,förrådet/garaget/uthuset + en hink,601100216234049,https://www.temu.com/se/g-601100216234049.html,,68.0,ELIM,shelf,"Jula, Biltema och Clas Ohlson säljer alla hinkfällan (vippbräda på hink) och Clas-priset är 59,90 kr, Västbo/jem & fix ~30 kr. Den rullande varianten är en detalj – kunden googlar 'musfälla hink' och ser 30–60 kr hos kedjan.",,,,,,"PriceRunner 'musfälla hink': ingen hinkfälla — slagfällor 24–42 kr, Nyby burfäll",,Clas Ohlson Silverline Vipper (vippfälla för hink),59.9,,,,Hinkpassformen: passar den inte svensk 10-litershink är den död; passar den är den klustrets bästa kandidat,False
73.0,?,PASS,False,HARD REJECT,PRICE FAILURE,dataset(V2.1),grasklippare,"Universal leaf blower gutter attachment, telescopic hose, 11 ft",Lövblås (handhållen/batteri) + hängränna,601103248788835,https://www.temu.com/se/g-601103248788835.html,,68.0,B,,,,,,,,Pricerunner: Einhell Gutter kit 3433559 (märkesspecifik),359.0,Stihl Takrengöringsset (Duab); Husqvarna Hängrännesats 359–399 kr (Söderströms/G,745.0,,,,Passar inte svenska batteriblåsars munstycken (Ryobi/Bosch/Husqvarna) → returer; material ej sedd,False
73.0,?,PASS,False,,,dataset(V2.1),grasklippare,"Gutter cleaning kit, supportive structure, 11 ft reach, fits most blower brands, 4 adapters",Lövblås (handhållen/batteri) + hängränna,601103296007046,https://www.temu.com/se/g-601103296007046.html,,68.0,B,,,,,,,,Pricerunner: Einhell Gutter kit 3433559 (märkesspecifik),359.0,Stihl Takrengöringsset (Duab); Husqvarna Hängrännesats 359–399 kr (Söderströms/G,745.0,,,,Passar inte svenska batteriblåsars munstycken (Ryobi/Bosch/Husqvarna) → returer; material ej sedd,False
73.0,?,PASS,False,,,dataset(V2.1),handmaskiner,1pc Adjustable Universal Shoulder Strap For Trimmers Blowers 70cm Padded Garden Tool Harness Lawn Mower Shoulder Belt Ac,Lövblås/trimmer — vadderad 70 cm rem,601099555571658,https://www.temu.com/se/g-601099555571658.html,,68.0,ELIM,shelf,"Jula säljer en vadderad universalsele (Meec) för 349 kr och Clas Ohlson en dubbelsele för 499 kr, och den enkla remformen ligger redan på 149 kr på Pricerunner. Vi kan inte rimligen ta mer än ~249 kr för en enkel vadderad rem, och då finns kedjans bättre produkt ett steg upp.",,,,,,Som 601099519754003 — EJ VERIFIERAD,,Stihl Röjsele (Pricerunner),488.0,,,,Som 601099519754003,False
73.0,?,PASS,False,HARD REJECT,PRICE FAILURE,dataset(V2.1),jakt,"58"" heavy duty tree stand hunting umbrella, camo canopy, tool-free setup, compatible with tree stands/ground blinds (ur ","Jakttornet/passet (öppet torn, stege, markpass)",601103949421856,https://www.temu.com/se/g-601103949421856.html,,68.0,B,,,,,,,,,,Ameristep Hunter's Paraply för jaktstege (Dangate),479.0,,,,"Priset: paraplyet är stort och dyrt att frakta — Temu-pris okänt; hamnar landad kostnad över ~350 kr slår 2,4× i taket på 1 000 kr. Samt: hur många av 271 000 sitter faktiskt utan tak?",False
73.0,?,PASS,False,HARD REJECT,PRICE FAILURE,batch1/hostfiske.json,hostfiske,"Rensbräda/filébord som klämfästs direkt på båtens reling via en spöhållarbas - fasta, handsfree renstation ombord",Fångad fisk + båtens reling (samma fästpunkt som spöhållaren),601099564703752,https://www.temu.com/se/g-601099564703752.html,601100998683849 601102430331989 601099775342730 601101466808321 601101898613981 601099787197348 601101343455344 601099711562807,68.0,VERIFY,,"PASS (villkorat) - relingsklämd form saknas helt i svensk hylla (kedjor och fackhandel), men en mycket billigare LÖS variant av grundidén (rensbräda) finns redan från 47 kr hos Biltema/Jula - detta är den verkliga risken, inte konkurrens från exakt samma form Den LÖSA formen (bräda med fiskklämma, e",,,,,,"Den LÖSA formen (bräda med fiskklämma, ej relingsmonterad) säljs av Biltema och ",47.2,"KNINE Outdoors Boat Bait Cutting Board (egen webbutik, US)",605.0,,,Var rensar du fisken i en gungande båt?,Kunden känner redan till en 47-kronors lösning (Biltema/Jula) för samma grundbehov och kan uppleva 400-600 kr som orimligt om skillnaden (handsfree-montering) inte kommuniceras extremt tydligt i först,False
72.0,GREEN,PASS,False,,,dataset(V2.1),mc,"1pc * UTV GUN RACK With Rubber Coating, Safety Home Accessories","gevärshållare för ATV/UTV (2 st gummerade V-hållare, U-bult på pakethållaren)",601099522267692,https://www.temu.com/se/g-601099522267692.html,,62.0,B,,,149,snippet,,,,"ingen av de fyra kedjorna (ur minne); jaktbutiker (Jaktia, Widforss, Hylte Jakt)",,"Kolpin Rhino Redskapshållare Universal, par (ATVhuset), ord 1 195 kr",1075.0,,,,publiken kan vara < 100 000 hushåll och Temu-materialet visar inte produkten i bruk — kräver egen bild på ATV innan launch,False
71.0,?,PASS,False,,,dataset(V2.1),djur,,utekatten + trappen/altanen/uthuset,601104350023541,https://www.temu.com/se/g-601104350023541.html,,66.0,B (dubblett),,,,,,,,"PriceRunner-utdrag: Kerbl Outdoor Cat House 1 017 kr, QLS isolerat trä 1 126–1 2",1017.0,Kerbl Outdoor Cat House Family (trä),1017.0,,,,"Dubblett; 'escape door' = två öppningar, bra mot räv men mer att förklara",False
71.0,?,PASS,False,,,dataset(V2.1),djur,,utekatten + trappen/altanen/uthuset,601105519310315,https://www.temu.com/se/g-601105519310315.html,,66.0,B (dubblett),,,,,,,,"PriceRunner-utdrag: Kerbl Outdoor Cat House 1 017 kr, QLS isolerat trä 1 126–1 2",1017.0,Kerbl Outdoor Cat House Family (trä),1017.0,,,,"Dubblett; 'self-warming' kan tolkas som el → nej, reflekterande foder",False
71.0,?,PASS,False,,,v22/fas2/jakt.json,jakt,"Outdoor wildlife sports camera solar panel, IP65 waterproof, 360-degree rotatable, built-in 4000mAh lithium battery, sui",Solpanel / extern stromforsorjning till atelkameran och foderautomaten,601099958398659,https://www.temu.com/se/g-601099958398659.html,,66.0,B,,PASS_via_ankare,,,,,599.0,,,Hunter Solcellspanel Atelkamera (jakt.se) — big-box saknar formen: Biltema har a,1299.0,599.0,,Tar batterierna slut i atelkameran?,Pris och utgangsspanning olasta; kontaktdon per kameramodell kan gora varianten till en SKU-fraga.,False
71.0,GREEN,?,False,,,v22/fas2/tomt.json,tomt,"Fruit Picker Pole With Basket, 8–10ft Adjustable Height, Fruit Picker Tool With Stainless Steel Fruit Picking Pole",fruktplockare på teleskopstång med korg,601101790468176,https://www.temu.com/se/g-601101790468176.html,,66.0,B,,PENDING_VERIFICATION,10,snippet,16.0,,499.0,,,,,499.0,,Står du på stege för att nå äpplena?,"Säsongsfönstret. Sex veckor kvar är minimum enligt gaten, och en produkt som används 20 minuter om året har låg upplevd värde — 499 kr kan möta ett prisankare på 149 kr (korghuvud i fackhandeln). Fall",False
70.0,?,PASS,False,,,dataset(V2.1),handmaskiner,1pc Trimmer Strap Adjustable Universal Leaf Blower Shoulder Harness Strap String Trimmer Replacement Parts For Weeder Le,Lövblås/trimmer — universalrem,601099520763077,https://www.temu.com/se/g-601099520763077.html,,65.0,C,,,,,,,,Som 601099519754003 — EJ VERIFIERAD,,Husqvarna bärsele,819.0,,,,Dublett av 601099519754003 — bara en av remmarna behövs,False
69.0,?,PASS,False,,,dataset(V2.1),pool,"Pool pump cover heavy duty waterproof outdoor heater cover, no-hose-removal installation, all-weather, compatible with p",Poolvärmepumpen (står ute året runt bredvid poolen),601103300703848,https://www.temu.com/se/g-601103300703848.html,,64.0,B,,,,,,,,Poolkungen: sökning 'vinteröverdrag' gav 0 träffar 2026-09-04; övriga poolshoppa,,Österlens Poolcenter Vintertäcke Poolvärmepump Gullberg & Jansson Pelago 40,499.0,,,,Publikstorlek och att Biltema/Jula-luftvärmepumpsskydd ser likadant ut för 199–299 kr.,False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Universal Car Door Step Hook, Foldable Non-Slip Roof Access Pedal for SUV/Truck/Jeep (slut i lager)",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,606574269573553,https://www.temu.com/se/g-606574269573553.html,,64.0,C,shelf,FAIL,,,12.0,,399.0,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,399.0,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"1pc Car Door Step, Foldable Roof Rack Door Step Up On Door Latch, Easy Roof Access, Universal Car Stand Pedal With Safet",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099512323688,https://www.temu.com/se/g-601099512323688.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Foldable Car Roof Rack Step / Car Door Step, Multifunction Universal Latch Hook Auxiliary Pedal, Aluminium Alloy, Safety",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099522761266,https://www.temu.com/se/g-601099522761266.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Roof Rack Steps, Car Door Step, Foldable Door Hook Step Pedal with Broken Window Nails",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099521836217,https://www.temu.com/se/g-601099521836217.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"1pc Aluminum Car Door Step, Foldable Car Roof Rack Step, Car Door Latch Rooftop Hook Stand Pedal for Most SUV",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099530985349,https://www.temu.com/se/g-601099530985349.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Multifunctional Foldable Car Door Step and Roof Rack Step, Universal Latch Hook Foot Pedal, Aluminium Alloy, Window Brea",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099545906936,https://www.temu.com/se/g-601099545906936.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,,,v22/fas2/garage-fordon.json,garage-fordon,"Car Roof Rack Step, Foldable Car Door Step, Multifunction Universal Latch Hook Auxiliary Foot Pedal, Aluminium Alloy, Sa",Hopfällbart fotsteg som hakas i bildörrens låsbygel så ägaren når biltaket,601099513453192,https://www.temu.com/se/g-601099513453192.html,,64.0,C,shelf,FAIL,,,,,,,,Taktältarna 'Hjälpsteg till bil' / SmartaSaker 'Steg till bildörren',289.0,,,Når du inte upp till biltaket?,"Fyra–sju svenska butiker säljer exakt samma aluminiumsteg för 289–375 kr. Inget märkesankare ≥ 1,6× finns; Biltemas hjulstege är en annan form men samma jobb.",False
69.0,?,PASS,False,REJECT-INTRESSANT,PRICE FAILURE,v23/evergreen.json,evergreen,"Magnetisk trådlös kopplingskamera för släp/husvagn (telefon-app, batteri)","En batteridriven kamera med kraftig magnet som ställs på släpets dragbalk vid koppling; bilden går via wifi till telefonen så föraren ser kulan glida in under kopplingen utan att kliva ur. Samma struktur som kontots PTZ-kamera: synlig hårdvaruskillnad (magnet + batteri + ingen kabel) mot Biltemas kablade backkameror. Per-tur-friktion på ett ägt objekt som står ute. MATERIAL: BLOCKED_SOURCE — produktsidan får inte hämtas i den här körningen (huvudsessionen håller hämtbudgeten); vad titeln antyder står i concept-fältet. Titlarna antyder studiodemo (kamera på kula, telefonskärm) — indicium, inte sett.",601099523116633,https://www.temu.com/g-601099523116633.html,601099520200892 601099527243893 605857362316888 601101471448244,64.0,"ALTERNATIVE_LISTING_REQUIRED (pris) + PENDING_VERIFICATION (Amazon-golv). Verifiera i ordning: (1) Amazon.se-pris på B0C993S4R5, (2) Seznam/Temu-pris på 601099523116633, (3) leverantörsvideo: bil + släp + telefon inom 3 s.",,"PENDING_VERIFICATION — kedjorna saknar magnet+telefon-formen (Biltema har bara kablade monitorkit), men Amazon.se har exakt formen och golvet är oläst. Marketplace räknas som hylla. PriceRunner 'trådlös backkamera' 379–3 498 kr (ur sökutdrag).",,,,,799.0,"Amazon.se MHCABSR 'Förbättrad trådlös backup-kamera magnetisk hitch' (720P, wifi",,"Prylstaden trådlös backkamera 5"" monitor 895 kr (ord. 1 495); Camping4u RVC-50 t",1995.0,799.0,EVERGREEN,Kopplar du släpet ensam?,Amazon.se säljer samma form (MHCABSR) — om den ligger ≤ 600 kr finns inget ankarläge. Näst: app-parning som ser ut som förklaring i annonsen.,False
68.0,?,?,False,,,v23/dolda-parlor.json,dolda-parlor,"Bärsele/bärhandtag för utombordare (lyftrem med handtag, 2-mans eller axelsele)","Rem/sele som spänns runt en 2,5–20 hk utombordare (15–50 kg) så att den kan bäras från bryggan till bilen och in i garaget vid upptagningen — med rak rygg och två händer, i stället för att kramas i famnen med propellern mot benet. Upptagningen pågår NU (sep–okt).",,,601099606115605,68.0,"ALTERNATIVE_LISTING_REQUIRED — sök när Temu svarar: 'outboard motor carrying strap', 'engine lifting sling small outboard', 'boat motor tote strap'. Hittas en listning under $15 med riktig motor i bild: direkt till hyllkontroll och /ny-produkt vid 399 kr. Hittas ingen på två försök till: lägg konceptet i backlog till april 2027 (sjösättningen).",,"PENDING_VERIFICATION — kedjorna säljer motorbock/motorkärra, inte bärsele. Kollas när en listning finns.",,,,,399.0,Ej sökt på svensk hylla eftersom ingen Temu-listning finns; bat-klustret 2026-09,,UNKNOWN,,399.0,Q4 NOW,Bär du utombordaren i famnen?,"Att formen inte finns som konsumentprodukt av ett skäl: motorer bärs av två personer eller står kvar, och en rem löser inte oljeproblemet (motorn måste ändå bäras upprätt). Näst: det kan vara en 'lösn",False
